,address,district,rooms,size,level,max_levels,price,lat,lng
3565,"город Ташкент, Chilonzor район, Algaritm",Chilonzor,2,63.09,5,9,42000,41.259418,69.1804708
3566,"город Ташкент, Chilonzor район, Чиланзар  3 квартал",Chilonzor,2,45.0,3,4,41000,41.2855934,69.223683
3567,"город Ташкент, Chilonzor район, Чиланзар квартал Е",Chilonzor,3,77.5,8,10,49600,41.259418,69.1804708
3568,"город Ташкент, Chilonzor район, Algaritm",Chilonzor,2,63.09,5,9,42000,41.259418,69.1804708
3569,"город Ташкент, Shayhontohur район, Ул.Термиз",Shayhontohur,3,78.0,8,12,45000,41.2994958,69.2400734
3570,"город Ташкент, Chilonzor район, Чиланзар  5 квартал",Chilonzor,3,100.0,6,9,78000,41.2916859,69.2177228
3571,"город Ташкент, Mirzo Ulugbek район, Массив КараСу 1",Mirzo Ulugbek,5,110.0,3,4,86000,41.3375577,69.3726789
3572,"город Ташкент, Mirzo Ulugbek район, Ул. Буюк Ипак Юли",Mirzo Ulugbek,3,86.0,2,4,55000,41.3422244,69.3607584
3573,"город Ташкент, Olmzor район, Медгородок",Olmzor,3,205.8,1,6,95000,41.3645355,69.2281531
3574,"город Ташкент, Yashnobod район, Асалобод (Слонима) ",Yashnobod,2,44.0,2,9,21000,41.286283,69.3235123
3575,"город Ташкент, Sergeli район, 1-й проезд 5-й улицы Куприк",Sergeli,5,130.0,5,9,64000,41.210633,69.2281531
3576,"город Ташкент, Yashnobod район, Асалобод (Слонима) ",Yashnobod,2,47.0,3,4,28500,41.286283,69.3235123
3577,"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",Uchtepa,2,57.95,11,12,29500,41.2924208,69.1737654
3578,"город Ташкент, Olmzor район, Медгородок",Olmzor,3,205.8,1,6,95000,41.3645355,69.2281531
3579,"город Ташкент, Mirobod район, Байналминал",Mirobod,4,120.0,1,4,135000,41.2995849,69.230515
3580,"город Ташкент, Shayhontohur район, Ц15 Жангох",Shayhontohur,2,65.0,6,9,57000,41.3289182,69.2527386
3581,"город Ташкент, Mirobod район, Госпитальный",Mirobod,1,42.0,2,9,38000,41.295316,69.275364
3582,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,4,95.0,6,8,115000,41.3104865,69.2922234
3583,"город Ташкент, Yashnobod район, Эльбека",Yashnobod,2,58.0,3,4,57000,41.2960584,69.3160808
3584,"город Ташкент, Shayhontohur район, Урда",Shayhontohur,3,70.0,6,7,58000,41.3221852,69.2616787
3585,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,4,125.0,5,9,131500,41.3104865,69.2922234
3586,"город Ташкент, Yunusobod район, Алайский",Yunusobod,1,39.0,3,9,33500,41.3188889,69.2844444
3587,"город Ташкент, Mirobod район, Госпитальный",Mirobod,4,121.0,6,10,110000,41.295316,69.275364
3588,"город Ташкент, Mirobod район, Госпитальный",Mirobod,2,62.0,1,9,67000,41.295316,69.275364
3589,"город Ташкент, Yashnobod район, Авиасозлар-4 Лисунова-4",Yashnobod,2,48.0,3,4,36000,41.2964765,69.345861
3590,"город Ташкент, Yashnobod район, Авиасозлар-1 Лисунова-1 Ипотека Банк",Yashnobod,3,70.0,1,4,46000,41.2874096,69.3499338
3591,"город Ташкент, Mirzo Ulugbek район, Дархан",Mirzo Ulugbek,5,336.0,8,9,504000,41.3200874,69.3013967
3592,"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,3,147.0,3,8,225000,41.2911414,69.2601933
3593,"город Ташкент, Yunusobod район, Осиё",Yunusobod,3,70.0,1,4,78000,41.325724,69.2942285
3594,"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,5,213.0,8,9,185000,41.2673079,69.2415634
3595,"город Ташкент, Yashnobod район, Алтынтепа",Yashnobod,3,78.0,2,9,72000,41.286283,69.3235123
3596,"город Ташкент, Mirzo Ulugbek район, Паркент",Mirzo Ulugbek,2,52.19,3,9,37000,41.3133669,69.3235746
3597,"город Ташкент, Chilonzor район, Чиланзар 6квартал",Chilonzor,3,63.0,3,4,43000,41.2857552,69.2117625
3598,"город Ташкент, Yashnobod район, Тузель 2-й квартал",Yashnobod,4,92.0,4,5,53999,41.292043,69.3607599
3599,"город Ташкент, Chilonzor район, Чиланзар квартал Г9",Chilonzor,4,125.0,4,4,75000,41.259418,69.1804708
3600,"город Ташкент, Mirobod район, 1-й проезд Абдурауфа Фитрата",Mirobod,4,100.0,1,9,145000,41.2727183,69.3095569
3601,"город Ташкент, Shayhontohur район, Богкуча",Shayhontohur,2,58.0,6,9,44500,41.3274311,69.2209268
3602,"город Ташкент, Sergeli район, 9-й строительный участок",Sergeli,2,63.0,7,16,33539,41.210633,69.2281531
3603,"город Ташкент, Mirzo Ulugbek район, Дархан",Mirzo Ulugbek,3,70.0,8,9,56000,41.3200874,69.3013967
3604,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули",Mirzo Ulugbek,3,75.0,5,9,62000,41.3104865,69.2922234
3605,"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,4,95.0,4,9,75000,41.3141622,69.2368973
3606,"город Ташкент, Yunusobod район, Юнусабад 11-й квартал",Yunusobod,1,37.0,3,4,31000,41.3700057,69.2892434
3607,"город Ташкент, Mirobod район, Огабегим",Mirobod,3,130.0,9,12,50000,41.2788072,69.3057451
3608,"город Ташкент, Shayhontohur район, Джарарык",Shayhontohur,5,168.0,5,9,62000,41.3378221,69.1819609
3609,"город Ташкент, Olmzor район, Фараби",Olmzor,4,120.0,4,5,95000,41.3461242,69.2037311
3610,"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
3611,"город Ташкент, Sergeli район, Сергели-II",Sergeli,3,95.0,9,9,43524,41.210633,69.2281531
3612,"город Ташкент, Mirobod район, Куйлюк 4-й квартал",Mirobod,2,56.0,3,5,38500,41.2459142,69.307123
3613,"город Ташкент, Shayhontohur район, Дучар",Shayhontohur,3,85.0,4,12,53000,41.3275402,69.2102725
3614,"город Ташкент, Yunusobod район, Юнус Абад 2 кв",Yunusobod,1,36.0,3,4,20500,41.3587493,69.2996732
3615,"город Ташкент, Yashnobod район, Тузель-1 40лет-1",Yashnobod,2,56.0,5,5,29500,41.2987036,69.3577802
3616,"город Ташкент, Yashnobod район, Авиасозлар- Дворец",Yashnobod,3,70.0,2,5,35500,41.2922516,69.3419071
3617,"город Ташкент, Yashnobod район, Авиасозлар/ Мухтар Ашрафи",Yashnobod,3,70.0,2,4,39500,41.3143203,69.2904293
3618,"город Ташкент, Yashnobod район, Авиасозлар/ 58-военный городок",Yashnobod,3,78.0,4,4,38500,41.2837457,69.3492091
3619,"город Ташкент, Yashnobod район, Авиасозлар-1 Лисунова-1",Yashnobod,3,78.0,5,5,36000,41.2874096,69.3499338
3620,"город Ташкент, Yashnobod район, Авиасозлар/ Массив Янгиобод",Yashnobod,2,51.0,4,7,27000,41.2853546,69.3491897
3621,"город Ташкент, Yashnobod район, Метро Достлик Бывшее Чикалова",Yashnobod,4,160.0,4,4,85000,41.2942588,69.3216088
3622,"город Ташкент, Olmzor район, жилой комплекс Cambridge Village",Olmzor,3,90.0,5,5,120000,41.3493781,69.2550774
3623,"город Ташкент, Yakkasaroy район, жилой комплекс Dream House",Yakkasaroy,2,77.0,6,8,56000,41.2787427,69.2691785
3624,"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,3,90.0,9,9,63000,41.2991561,69.2785087
3625,"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,4,120.0,4,8,160000,41.2991561,69.2785087
3626,"город Ташкент, Yakkasaroy район, Конституция",Yakkasaroy,4,150.0,7,8,160000,41.2638329,69.2254764
3627,"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,4,120.0,5,9,145000,41.2991561,69.2785087
3628,"город Ташкент, Mirzo Ulugbek район, жилой комплекс Дархан",Mirzo Ulugbek,3,120.0,4,9,155000,41.3466485,69.3328133
3629,"город Ташкент, Yunusobod район, ТашГРЭС",Yunusobod,2,52.0,2,5,32500,41.3802576,69.3696992
3630,"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,6,142.0,1,9,135000,41.2818558,69.2552666
3631,"город Ташкент, Uchtepa район, Чиланзар 22-й квартал",Uchtepa,2,53.0,1,4,34500,41.2879715,69.1692951
3632,"город Ташкент, Yashnobod район, 1-й проезд Садыка Азимова",Yashnobod,4,140.0,8,8,230000,41.3051119,69.2927161
3633,"город Ташкент, Yunusobod район, Юнусабад 15-й квартал",Yunusobod,2,51.0,3,4,26500,41.3776023,69.3041431
3634,"город Ташкент, Shayhontohur район, Ибн Сина-2",Shayhontohur,2,57.0,2,5,37000,41.3379756,69.1700401
3635,"город Ташкент, Uchtepa район, Фархадская",Uchtepa,1,38.0,1,4,27500,41.2884048,69.183103
3636,"город Ташкент, Yashnobod район, Шумиловский городок",Yashnobod,2,54.0,4,4,31500,41.286283,69.3235123
3637,"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",Mirobod,2,62.0,2,4,76000,41.2983828,69.2730715
3638,"город Ташкент, Uchtepa район, Фазылтепа",Uchtepa,2,45.0,4,4,26000,41.2937955,69.1730881
3639,"город Ташкент, Mirobod район, Миробод",Mirobod,4,110.0,9,9,70000,41.2758912,69.2937133
3640,"город Ташкент, Sergeli район, Sergeli 6",Sergeli,2,57.0,1,7,34800,41.2304214,69.2117625
3641,"город Ташкент, Mirobod район, 1-й проезд Файзиобод",Mirobod,4,110.0,4,4,45000,41.2758912,69.2937133
3642,"город Ташкент, Mirzo Ulugbek район, 1-й проезд Алпамыш",Mirzo Ulugbek,1,70.0,4,5,38500,41.3292204,69.3473509
3643,"город Ташкент, Yashnobod район, жилой комплекс Обод Макон",Yashnobod,3,58.0,1,5,40000,41.3017691,69.2441976
3644,"город Ташкент, Olmzor район, Олимпия",Olmzor,2,56.47,2,4,35000,41.3621443,69.1931366
3645,"город Ташкент, Yunusobod район, Юнусабад-7",Yunusobod,3,68.0,1,4,43000,41.3716355,69.2691287
3646,"город Ташкент, Yunusobod район, Юнусабад-19",Yunusobod,2,60.0,1,5,39000,41.3750315,69.3160626
3647,"город Ташкент, Yunusobod район, Юнусабад-17",Yunusobod,4,106.0,1,6,105000,41.3667092,69.3101029
3648,"город Ташкент, Yunusobod район, Юнусабад-12",Yunusobod,4,86.0,2,5,70000,41.3777696,69.2922234
3649,"город Ташкент, Yunusobod район, Юнусобод 19",Yunusobod,2,60.0,1,5,42000,41.3750315,69.3160626
3650,"город Ташкент, Yunusobod район, Юнусобод 18",Yunusobod,3,70.0,2,4,48000,41.3707855,69.3190425
3651,"город Ташкент, Sergeli район, населённый пункт Бабур",Sergeli,2,41.0,2,3,29000,41.2765672,69.2460335
3652,"город Ташкент, Olmzor район, Каракамыш 1/2",Olmzor,1,42.0,1,5,23500,41.357531,69.2356033
3653,"город Ташкент, Sergeli район, Сергели-III",Sergeli,2,59.0,1,5,38500,41.2126773,69.2326232
3654,"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,2,50.0,8,12,29900,41.3141622,69.2368973
3655,"город Ташкент, Mirzo Ulugbek район, Метро Хамид Алимджан",Mirzo Ulugbek,3,95.0,5,18,66000,41.3173835,69.2948592
3656,"город Ташкент, Sergeli район, Сергели-IV",Sergeli,4,91.0,4,5,43000,41.2167651,69.2415634
3657,"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,2,50.0,8,12,29900,41.3141622,69.2368973
3658,"город Ташкент, Yashnobod район, Мухтор Ашрафий",Yashnobod,1,29.7,1,1,20500,41.2745798,69.3153147
3659,"город Ташкент, Mirzo Ulugbek район, Академгородок",Mirzo Ulugbek,1,36.0,3,4,25000,41.339688,69.340163
3660,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,60.0,7,9,39985,41.2948119,69.2087824
3661,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,4,85.0,2,4,69990,41.314662,69.293391
3662,"город Ташкент, Shayhontohur район, Аль-Хорезми",Shayhontohur,4,139.0,6,7,150000,41.344197,69.197332
3663,"город Ташкент, Uchtepa район, Кухна-Чупонота массив Чиланзар 13-й квартал",Uchtepa,3,57.0,2,5,55000,41.2902787,69.1839655
3664,"город Ташкент, Mirzo Ulugbek район, Ташкент,Mirzo Ulugbek р.Ул.Лафарга.М.БИЙ",Mirzo Ulugbek,4,65.0,4,4,63000,41.3196379,69.3200203
3665,"город Ташкент, Yunusobod район, ц-4 Кашгар (Ц-4) ",Yunusobod,1,44.0,2,7,60000,41.3197131,69.2773236
3666,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,3,96.0,2,4,88000,41.2916859,69.2177228
3667,"город Ташкент, Mirzo Ulugbek район, Кары-Ниязи",Mirzo Ulugbek,4,106.0,9,11,106000,41.3242397,69.2982672
3668,"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,2,50.0,5,5,34500,41.322142,69.303611
3669,"город Ташкент, Uchtepa район, Чиланзар квартал Г9А",Uchtepa,1,42.0,2,4,25700,41.2729489,69.1916465
3670,"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,4,182.0,2,7,335000,41.2991561,69.2785087
3671,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,1,42.0,3,4,26200,41.2901628,69.1968618
3672,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,1,30.0,2,4,25700,41.2807837,69.223683
3673,"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,2,46.0,2,4,46500,41.322142,69.303611
3674,"город Ташкент, Yakkasaroy район, Кичик Бешагач",Yakkasaroy,3,105.0,5,10,125000,41.2834892,69.2665263
3675,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,46.0,5,5,38000,41.314662,69.293391
3676,"город Ташкент, Yashnobod район, Оханграбо",Yashnobod,2,35.0,7,9,19000,41.2535107,69.3437258
3677,"город Ташкент, Yunusobod район, Киёт",Yunusobod,4,155.0,5,8,125000,41.3245206,69.2773236
3678,"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,3,150.0,3,8,225000,41.2911414,69.2601933
3679,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,70.0,1,5,48000,41.2814223,69.1760005
3680,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,4,86.0,5,5,46000,41.2867929,69.1789807
3681,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,46.0,5,5,39000,41.3215876,69.3230626
3682,"город Ташкент, Yunusobod район, Юнусабад 13-й квартал",Yunusobod,3,78.0,4,4,48000,41.3692799,69.2981832
3683,"город Ташкент, Mirobod район, Мирабад",Mirobod,3,72.0,2,9,82000,41.2758912,69.2937133
3684,"город Ташкент, Chilonzor район, Чиланзар квартал Е",Chilonzor,3,75.0,5,9,55000,41.259418,69.1804708
3685,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,60.0,1,4,47500,41.3215876,69.3230626
3686,"город Ташкент, Mirobod район, Афросиаб (пр-т Косманавтов) ",Mirobod,3,75.0,2,9,74000,41.3051824,69.2638823
3687,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,2,70.0,3,9,90000,41.3104865,69.2922234
3688,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,3,61.0,3,4,38000,41.2948119,69.2087824
3689,"город Ташкент, Shayhontohur район, Международный деловой центр Tashkent City",Shayhontohur,3,92.0,4,8,115000,41.3365221,69.2824454
3690,"город Ташкент, Yunusobod район, Киёт",Yunusobod,2,55.0,3,4,58000,41.3245206,69.2773236
3691,"город Ташкент, Olmzor район, Olmzor район массив Себзар",Olmzor,3,75.0,5,5,50000,41.331895,69.250422
3692,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,65.0,4,4,57000,41.314662,69.293391
3693,"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,1,30.0,4,4,22000,41.3550649,69.3585936
3694,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,90.0,2,9,51000,41.3292204,69.3473509
3695,"город Ташкент, Olmzor район, Себзар",Olmzor,4,98.0,6,9,71000,41.3333453,69.2475235
3696,"город Ташкент, Shayhontohur район, ц-13 Лабзак (ц-13) ",Shayhontohur,1,42.0,2,4,37000,41.3267124,69.2601886
3697,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,52.0,4,5,36000,41.3215876,69.3230626
3698,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,80.0,1,5,51000,41.3292204,69.3473509
3699,"город Ташкент, Chilonzor район, Малая кольцевая дорога",Chilonzor,3,48.0,4,5,39500,41.2710539,69.2101886
3700,"город Ташкент, Sergeli район, Сергели-I Yangihayot район",Sergeli,1,39.0,5,5,21000,41.210633,69.2281531
3701,"город Ташкент, Chilonzor район, жилой комплекс Новза",Chilonzor,4,125.0,6,9,250000,41.2894304,69.2283298
3702,"город Ташкент, Mirzo Ulugbek район, Мудофаа",Mirzo Ulugbek,2,60.0,4,4,31500,41.3326316,69.3350592
3703,"город Ташкент, Mirzo Ulugbek район, Хумаюн",Mirzo Ulugbek,3,94.0,5,5,50000,41.3427418,69.3875774
3704,"город Ташкент, Mirobod район, Г.Россия Габус",Mirobod,4,160.0,2,9,365000,41.2983743,69.286357
3705,"город Ташкент, Yakkasaroy район, пр-т Бабура",Yakkasaroy,1,45.0,9,10,28000,41.2892951,69.2582738
3706,"город Ташкент, Mirzo Ulugbek район, Катта корасув",Mirzo Ulugbek,2,62.0,3,5,55000,41.3380839,69.3789461
3707,"город Ташкент, Yashnobod район, Ташсельмаш",Yashnobod,2,52.0,1,4,41000,41.3080076,69.3078679
3708,"город Ташкент, Mirobod район, М.Ойбек Габус",Mirobod,4,282.0,7,8,305000,41.2983828,69.2730715
3709,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,78.0,5,5,39000,41.3292204,69.3473509
3710,"город Ташкент, Mirzo Ulugbek район, Дархон",Mirzo Ulugbek,2,40.0,2,4,35500,41.3312004,69.3092476
3711,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,1,26.0,1,4,29500,41.2807837,69.223683
3712,"город Ташкент, Olmzor район, Файзибаланд",Olmzor,2,74.0,4,9,41000,41.3645355,69.2281531
3713,"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",Mirzo Ulugbek,3,67.0,9,9,29900,41.3326551,69.3689542
3714,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,60.0,3,9,45000,41.314662,69.293391
3715,"город Ташкент, Yunusobod район, Буюк Турон",Yunusobod,4,140.0,4,8,100000,41.3131267,69.2708313
3716,"город Ташкент, Chilonzor район, Ул.Пеонерская",Chilonzor,1,30.0,2,4,25400,41.2759136,69.2245267
3717,"город Ташкент, Chilonzor район, Катартол бозор",Chilonzor,2,60.0,4,9,46500,41.2932062,69.2120768
3718,"город Ташкент, Mirobod район, Шахрисабз",Mirobod,2,60.0,3,9,54000,41.3029081,69.279218
3719,"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,3,70.0,4,5,60000,41.2818558,69.2552666
3720,"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,4,138.0,2,8,145000,41.2673079,69.2415634
3721,"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",Uchtepa,1,36.0,3,4,25200,41.2771751,69.1789807
3722,"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
3723,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",Mirzo Ulugbek,3,78.0,3,4,47000,41.3375577,69.3726789
3724,"город Ташкент, Chilonzor район, Торговый центр Чиланзар",Chilonzor,2,43.0,2,4,42000,41.2830467,69.2222748
3725,"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,4,182.0,5,7,340000,41.2991561,69.2785087
3726,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,3,65.0,3,5,52000,41.3215876,69.3230626
3727,"город Ташкент, Yashnobod район, Лисунова-4 срочно 1/1/4/",Yashnobod,1,36.0,1,4,28000,41.2964765,69.345861
3728,"город Ташкент, Mirzo Ulugbek район, Мусаввирлар (Художников) ",Mirzo Ulugbek,1,35.0,2,5,25500,41.3292204,69.3473509
3729,"город Ташкент, Mirzo Ulugbek район, Турон",Mirzo Ulugbek,3,73.0,5,9,57000,41.3351702,69.3688617
3730,"город Ташкент, Yashnobod район, Истикбол",Yashnobod,4,105.0,6,9,60000,41.3052026,69.2856753
3731,"город Ташкент, Chilonzor район, Торговый центр Чиланзар",Chilonzor,2,43.0,1,4,33500,41.2830467,69.2222748
3732,"город Ташкент, Yunusobod район, 17",Yunusobod,3,78.0,5,5,36500,41.3667092,69.3101029
3733,"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",Mirobod,2,63.0,4,9,76000,41.2983828,69.2730715
3734,"город Ташкент, Mirzo Ulugbek район, Ахмада Югнаки",Mirzo Ulugbek,3,90.0,5,5,45000,41.3475495,69.3875774
3735,"город Ташкент, Sergeli район, Сергели-V",Sergeli,5,118.0,4,9,57993,41.210633,69.2281531
3736,"город Ташкент, Yunusobod район, Юнусабад 18-й квартал",Yunusobod,3,75.0,4,4,52000,41.3707855,69.3190425
3737,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,3,74.0,5,9,62000,41.314662,69.293391
3738,"город Ташкент, Mirobod район, Мирабад",Mirobod,4,150.0,3,8,54000,41.2758912,69.2937133
3739,"город Ташкент, Yunusobod район, Кашкар",Yunusobod,1,41.0,1,4,30000,41.3197131,69.2773236
3740,"город Ташкент, Chilonzor район, жилой комплекс Новза",Chilonzor,3,120.0,2,8,160000,41.2894304,69.2283298
3741,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,4,97.0,4,9,95600,41.3104865,69.2922234
3742,"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",Mirobod,5,110.0,5,9,140000,41.2983828,69.2730715
3743,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,72.0,9,9,40000,41.2814223,69.1760005
3744,"город Ташкент, Mirzo Ulugbek район, Ниёзбек йули",Mirzo Ulugbek,3,94.0,16,23,118000,41.3249559,69.289065
3745,"город Ташкент, Mirobod район, Фаровон",Mirobod,2,115.0,7,8,160000,41.2758912,69.2937133
3746,"город Ташкент, Yakkasaroy район, Ракат",Yakkasaroy,2,45.0,1,4,40000,41.2876117,69.2454228
3747,"город Ташкент, Mirobod район, Фаровон",Mirobod,2,97.0,6,8,155000,41.2758912,69.2937133
3748,"город Ташкент, Sergeli район, Буюк Ипак Йули",Sergeli,4,100.0,1,4,87000,41.3422244,69.3607584
3749,"город Ташкент, Mirzo Ulugbek район, Карбасу",Mirzo Ulugbek,3,41.0,5,5,45000,41.3292204,69.3473509
3750,"город Ташкент, Yakkasaroy район, Юнуса Раджаби",Yakkasaroy,4,60.0,4,4,75000,41.3042007,69.2601214
3751,"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,3,70.0,1,4,48000,41.274633,69.200587
3752,"город Ташкент, Mirobod район, Нукус",Mirobod,3,88.0,5,5,55000,41.2910722,69.2769129
3753,"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,3,110.0,2,8,169000,41.2991561,69.2785087
3754,"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,3,70.0,3,4,55000,41.274633,69.200587
3755,"город Ташкент, Yunusobod район, Юнусабад 1-й квартал",Yunusobod,3,80.0,2,4,90000,41.369675,69.293694
3756,"город Ташкент, Olmzor район, 1-й проезд Уста Ширин",Olmzor,3,73.0,2,5,55000,41.3546349,69.2537035
3757,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",Mirzo Ulugbek,2,67.0,3,4,42200,41.3375577,69.3726789
3758,"город Ташкент, Mirzo Ulugbek район, Дархан 4/2/4 77 серия возле стадион Старт",Mirzo Ulugbek,4,100.0,2,4,95000,41.3200874,69.3013967
3759,"город Ташкент, Mirobod район, Айбек метро 3/6/9 без ремонт дом Китай стена",Mirobod,3,75.0,6,9,59500,41.2983828,69.2730715
3760,"город Ташкент, Uchtepa район, 1-й проезд Изза",Uchtepa,2,51.0,1,5,43500,41.2821153,69.1576663
3761,"город Ташкент, Mirobod район, Куйлюк 1-й квартал",Mirobod,2,55.0,2,4,26300,41.2475877,69.3160626
3762,"город Ташкент, Shayhontohur район, Урда",Shayhontohur,1,70.0,6,7,57500,41.3221852,69.2616787
3763,"город Ташкент, Mirzo Ulugbek район, Мирзо Улугбека",Mirzo Ulugbek,3,68.0,4,4,47000,41.3292204,69.3473509
3764,"город Ташкент, Shayhontohur район, улица Навои ориентир Ташкент Сити",Shayhontohur,3,101.0,3,7,105000,41.316655,69.2484841
3765,"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,50.0,3,12,42000,41.2818558,69.2552666
3766,"город Ташкент, Mirobod район, Садыка Азимова (Жуковского) ",Mirobod,1,40.0,4,4,46500,41.3019672,69.283656
3767,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,3,75.0,4,5,47000,41.3215876,69.3230626
3768,"город Ташкент, Mirobod район, Афросиёб",Mirobod,3,75.0,8,9,85000,41.3035042,69.2680561
3769,"город Ташкент, Yashnobod район, жилой комплекс Green Park",Yashnobod,3,86.0,5,9,75000,41.286283,69.3235123
3770,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,2,60.0,3,4,102000,41.3104865,69.2922234
3771,"город Ташкент, Yashnobod район, жилой комплекс Green Park",Yashnobod,2,58.0,4,9,55000,41.286283,69.3235123
3772,"город Ташкент, Chilonzor район, жилой комплекс Новза",Chilonzor,4,125.0,3,9,210000,41.2894304,69.2283298
3773,"город Ташкент, Chilonzor район, жилой комплекс Новза",Chilonzor,3,114.0,2,9,160000,41.2894304,69.2283298
3774,"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",Chilonzor,1,30.0,4,4,27700,41.271386,69.1961168
3775,"город Ташкент, Shayhontohur район, Гулбозор",Shayhontohur,3,90.0,12,12,37000,41.3248528,69.2334902
3776,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,3,70.0,4,4,61000,41.314662,69.293391
3777,"город Ташкент, Olmzor район, Фараби",Olmzor,4,100.0,2,9,57000,41.3461242,69.2037311
3778,"город Ташкент, Sergeli район, Сергели 9 строительный участок",Sergeli,3,79.3,13,16,38448,41.220067,69.2207029
3779,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,91.0,3,5,51000,41.3292204,69.3473509
3780,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,3,80.0,4,4,50000,41.2797359,69.1670599
3781,"город Ташкент, Mirzo Ulugbek район, Олимлар (Морозова) ",Mirzo Ulugbek,2,55.0,7,7,57000,41.3292204,69.3473509
